C_ID	Text	IsValidCode
5C70.Z	血容量缺失，未特指的	是
5C71	高渗透性或高钠血症	是
5C72	低渗或低钠血症	是
5C73	酸中毒	否
5C73.0	急性呼吸酸中毒	是
5C73.1	慢性呼吸性酸中毒	是
5C73.2	阴离子间隙代谢性酸中毒	是
5C73.Y	其他特指的酸中毒	是
5C73.Z	酸中毒，未特指的	是
5C74	碱中毒	是
5C75	混合性酸碱平衡失调	是
5C76	高钾血症	是
5C77	低钾血症	是
5C78	体液过多	是
5C7Y	其他特指的体液、电解质或酸碱平衡紊乱	是
5C7Z	体液、电解质或酸碱平衡紊乱，未特指的	是
L2-5C8	脂蛋白代谢紊乱或某些特指的脂血症	否
5C80	高脂蛋白血症	否
5C80.0	高胆固醇血症	否
5C80.00	原发性高胆固醇血症	是
5C80.01	继发性高胆固醇血症	是
5C80.0Z	高胆固醇血症，未特指的	是
5C80.1	高甘油酯血症	是
5C80.2	混合性高脂血症	是
5C80.3	高α脂蛋白血症	是
5C80.Y	其他特指的高脂蛋白血症	是
5C80.Z	高脂蛋白血症，未特指的	是
5C81	低脂蛋白血症	否
5C81.0	低α脂蛋白血症	是
5C81.1	低β脂蛋白血症	是
5C81.Y	其他特指的低脂蛋白血症	是
5C81.Z	低脂蛋白血症，未特指的	是
5C8Y	其他特指的脂蛋白代谢紊乱或高脂血症	是
5C8Z	未特指的脂蛋白代谢紊乱或高脂血症	是
5C90	代谢性或转运性肝病	否
5C90.0	尿素循环缺陷引起的肝病	是
5C90.1	卟啉或胆红素代谢或转运障碍引起的肝病	是
5C90.2	氨基酸代谢紊乱引起的肝病	是
5C90.3	溶酶体贮积疾患引起的肝病	是
5C90.4	线粒体疾患引起的肝病	是
5C90.5	矿物质代谢紊乱引起的肝病	是
5C90.Y	其他特指的代谢性或转运性肝病	是
5C90.Z	代谢性或转运性肝病，未特指的	是
L2-5D0	其他代谢紊乱	否
5D00	淀粉样变性	否
5D00.0	AL型淀粉样变性	是
5D00.1	AA淀粉样变性	是
5D00.2	遗传性淀粉样变性	否
5D00.20	神经病性家族遗传性淀粉样变性	是
5D00.21	非神经病性家族遗传性淀粉样变性	是
5D00.2Y	其他特指的遗传性淀粉样变性	是
5D00.2Z	遗传性淀粉样变性，未特指	是
5D00.3	透析相关性淀粉样变性	是
5D00.Y	其他特指的淀粉样变性	是
5D00.Z	淀粉样变性，未特指的	是
5D01	肿瘤溶解综合征	是
5D0Y	其他特指的代谢紊乱	是
5D0Z	未特指的代谢紊乱	是
5D2Z	代谢紊乱，未特指的	是
L1-5D4	操作后内分泌或代谢紊乱	否
5D40	操作后甲状腺功能减退症	否
5D40.0	放射后甲状腺功能减退症	否
5D40.00	放射后甲状腺功能减退症	是
5D40.0Y	其他特指的放射后甲状腺功能减退症	是
5D40.0Z	放射后甲状腺功能减退症，未特指的	是
5D40.Y	其他特指的操作后甲状腺功能减退症	是
5D40.Z	操作后甲状腺功能减退症，未特指的	是
5D41	操作后低胰岛素血症	是
5D42	操作后甲状旁腺功能减退症	是
5D43	操作后垂体功能减退症	是
5D44	操作后卵巢功能衰竭	是
5D45	操作后睾丸功能减退	是
5D46	操作后肾上腺皮质机能减退	是
第6章	精神、行为或神经发育障碍	否
L1-6A0	神经发育障碍	否
6A00	智力发育障碍	否
6A00.0	智力发育障碍，轻度	是
6A00.1	智力发育障碍，中度	是
6A00.2	智力发育障碍，重度	是
6A00.3	智力发育障碍，极重度	是
6A00.4	智力发育障碍，暂时的	是
6A00.Z	智力发育障碍，未特指的	是
6A01	发育性言语或语言障碍	否
6A01.0	发育性语音障碍	是
6A01.1	发育性言语流畅障碍	是
6A01.2	发育性语言障碍	否
6A01.20	发育性语言障碍伴感受性和表达性语言受损	是
6A01.21	发育性语言障碍主要伴表达性语言受损	是
6A01.22	发育性语言障碍主要伴语用语言受损	是
6A01.23	发育性语言障碍，伴其他特指的语言受损	是
6A01.Y	其他特指的发育性言语或语言障碍	是
6A01.Z	发育性言语或语言障碍，未特指的	是
6A02	孤独症谱系障碍	否
6A02.0	孤独症谱系障碍不伴智力发育障碍，伴轻度或不伴功能性语言受损	是
6A02.1	孤独症谱系障碍伴智力发育障碍，伴轻度或不伴功能性语言损害	是
6A02.2	孤独症谱系障碍不伴智力发育障碍，伴功能性语言损害	是
6A02.3	孤独症谱系障碍伴智力发育障碍，伴功能性语言损害	是
6A02.4	孤独症谱系障碍不伴智力发育障碍，伴功能性语言缺失	是
6A02.5	孤独症谱系障碍伴智力发育障碍，伴功能性语言缺失	是
6A02.Y	其他特指的孤独症谱系障碍	是
6A02.Z	孤独症谱系障碍，未特指的	是
6A03	发育性学习障碍	否
6A03.0	发育性学习障碍伴阅读受损	是
6A03.1	发育性学习障碍伴书面表达受损	是
6A03.2	发育性学习障碍伴数学受损	是
6A03.3	发育性学习障碍伴其他特指的学习受损	是
6A03.Z	发育性学习障碍，未特指的	是
6A04	发育性运动共济障碍	是
6A05	注意缺陷多动障碍	否
6A05.0	注意缺陷多动障碍，主要表现为注意力不集中	是
6A05.1	注意缺陷多动障碍，主要表现为多动冲动	是
6A05.2	注意缺陷多动障碍，联合表现	是
6A05.Y	注意缺陷多动障碍，其他特指的表现	是
6A05.Z	注意缺陷多动障碍，未特指的表现	是
6A06	刻板性运动障碍	否
6A06.0	刻板性运动障碍不伴自伤	是
6A06.1	刻板性运动障碍伴自伤	是
6A06.Z	刻板性运动障碍，未特指的	是
6A0Y	其他特指的神经发育障碍	是
6A0Z	神经发育障碍，未特指的	是
L1-6A2	精神分裂症或其他原发性精神病性障碍	否
6A20	精神分裂症	否
6A20.0	精神分裂症，首次发作	否
6A20.00	精神分裂症，首次发作，目前为症状性	是
6A20.01	精神分裂症，首次发作，部分缓解	是
6A20.02	精神分裂症，首次发作，完全缓解	是
6A20.0Z	精神分裂症，首次发作，未特指的	是
6A20.1	精神分裂症，多次发作	否
6A20.10	精神分裂症，多次发作，目前为症状性	是
6A20.11	精神分裂症，多次发作，部分缓解	是
6A20.12	精神分裂症，多次发作，完全缓解	是
6A20.1Z	精神分裂症，多次发作，未特指的	是
6A20.2	精神分裂症，连续病程	否
6A20.20	精神分裂症，连续病程，目前为症状性	是
6A20.21	精神分裂症，连续病程，部分缓解	是
6A20.22	精神分裂症，连续病程，完全缓解	是
6A20.2Z	精神分裂症，连续病程，未特指的	是
6A20.Y	其他特指的精神分裂症	是
6A20.Z	精神分裂症，未特指的	是
6A21	分裂情感性障碍	否
6A21.0	分裂情感性障碍，首次发作	否
6A21.00	分裂情感性障碍，首次发作，目前为症状性	是
6A21.01	分裂情感性障碍，首次发作，部分缓解	是
6A21.02	分裂情感性障碍，首次发作，完全缓解	是
6A21.0Z	分裂情感性障碍，首次发作，未特指的	是
6A21.1	分裂情感性障碍，多次发作	否
6A21.10	分裂情感性障碍，多次发作，目前为症状性	是
6A21.11	分裂情感性障碍，多次发作，部分缓解	是
6A21.12	分裂情感性障碍，多次发作，完全缓解	是
6A21.1Z	分裂情感性障碍，多次发作，未特指的	是
6A21.2	分裂情感性障碍，连续病程	否
6A21.20	分裂情感性障碍，连续病程，目前为症状性	是
6A21.21	分裂情感性障碍，连续病程，部分缓解	是
6A21.22	分裂情感性障碍，连续病程，完全缓解	是
6A21.2Z	分裂情感性障碍，连续病程，未特指的	是
6A21.Y	其他特指的分裂情感性障碍	是
6A21.Z	分裂情感性障碍，未特指的	是
6A22	分裂型障碍	是
6A23	急性短暂性精神病性障碍	否
6A23.0	急性短暂性精神病性障碍，首次发作	否
6A23.00	急性短暂性精神病性障碍，首次发作，目前为症状性	是
6A23.01	急性短暂性精神病性障碍，首次发作，部分缓解	是
6A23.02	急性短暂性精神病性障碍，首次发作，完全缓解	是
6A23.0Z	急性短暂性精神病性障碍，首次发作，未特指的	是
6A23.1	急性短暂性精神病性障碍，多次发作	否
6A23.10	急性短暂性精神病性障碍，多次发作，目前为症状性	是
6A23.11	急性短暂性精神病性障碍，多次发作，部分缓解	是
6A23.12	急性短暂性精神病性障碍，多次发作，完全缓解	是
6A23.1Z	急性短暂性精神病性障碍，多次发作，未特指的	是
6A23.Y	其他特指的急性短暂性精神病性障碍	是
6A23.Z	急性短暂性精神病性障碍，未特指的	是
6A24	妄想性障碍	否
6A24.0	妄想性障碍，目前为症状性	是
6A24.1	妄想性障碍，目前为部分缓解	是
6A24.2	妄想性障碍，目前为完全缓解	是
6A24.Z	妄想性障碍，未特指的	是
6A25	原发性精神病性障碍的症状表现	否
6A25.0	原发性精神病性障碍的阳性症状	是
6A25.1	原发性精神病性障碍的阴性症状	是
6A25.2	原发性精神病性障碍的抑郁症状	是
6A25.3	原发性精神病性障碍的躁狂症状	是
6A25.4	原发性精神病性障碍的精神运动性症状	是
6A25.5	原发性精神病性障碍的认知症状	是
6A2Y	其他特指的精神分裂症或其他原发性精神病性障碍	是
6A2Z	精神分裂症或其他原发性精神病性障碍，未特指的	是
L1-6A4	紧张症	否
6A40	与其他精神障碍有关的紧张症	是
6A41	精神活性物质（包括治疗药物）所致紧张症	是
6A4Z	紧张症，未特指的	是
L1-6A6	心境障碍	否
L2-6A6	双相及相关障碍	否
6A60	双相障碍I型	否
6A60.0	双相I型障碍，目前为不伴精神病性症状的躁狂发作	是
6A60.1	双相I型障碍，目前为伴精神病性症状的躁狂发作	是
6A60.2	双相I型障碍，目前为轻躁狂发作	是
6A60.3	双相I型障碍，目前为轻度抑郁发作	是
6A60.4	双相I型障碍，目前为不伴精神病性症状的中度抑郁发作	是
6A60.5	双相I型障碍，目前为伴精神病性症状的中度抑郁发作	是
6A60.6	双相I型障碍，目前为不伴精神病性症状的重度抑郁发作	是
6A60.7	双相I型障碍，目前为伴精神病性症状的重度抑郁发作	是
6A60.8	双相I型障碍，目前为未特指严重程度的抑郁发作	是
6A60.9	双相I型障碍，目前为不伴精神病性症状的混合性发作	是
6A60.A	双相I型障碍，目前为伴精神病性症状的混合性发作	是
6A60.B	双相I型障碍，目前为部分缓解，最近为躁狂或轻躁狂发作	是
6A60.C	双相I型障碍，目前为部分缓解，最近为抑郁发作	是
6A60.D	双相I型障碍，目前为部分缓解，最近为混合性发作	是
6A60.E	双相I型障碍，目前为部分缓解，最近为未特指的发作	是
6A60.F	双相I型障碍，目前为完全缓解	是
6A60.Y	其他特指的双相障碍I型	是
6A60.Z	双相障碍I型，未特指的	是
6A61	双相障碍Ⅱ型	否
6A61.0	双相Ⅱ型障碍，目前为轻躁狂发作	是
6A61.1	双相Ⅱ型障碍，目前为轻度抑郁发作	是
6A61.2	双相Ⅱ型障碍，目前为不伴精神病性症状的中度抑郁发作	是
6A61.3	双相Ⅱ型障碍，目前为伴精神病性症状的中度抑郁发作	是
6A61.4	双相Ⅱ型障碍，目前为不伴精神病性症状的重度抑郁发作	是
6A61.5	双相Ⅱ型障碍，目前为伴精神病性症状的重度抑郁发作	是
6A61.6	双相Ⅱ型障碍，目前为未特指严重程度的抑郁发作	是
6A61.7	双相Ⅱ型障碍，目前为部分缓解，最近为轻躁狂发作	是
6A61.8	双相Ⅱ型障碍，目前为部分缓解，最近为抑郁发作	是
6A61.9	双相Ⅱ型障碍，目前为部分缓解，最近为未特指发作	是
6A61.A	双相Ⅱ型障碍，目前为完全缓解	是
6A61.Y	其他特指的双相障碍Ⅱ型	是
6A61.Z	双相障碍Ⅱ型，未特指的	是
6A62	环性心境障碍	是
6A6Y	其他特指的双相及相关障碍	是
6A6Z	双相及相关障碍，未特指的	是
L2-6A7	抑郁障碍	否
6A70	单次发作的抑郁障碍	否
6A70.0	单次发作的抑郁障碍，轻度	是
6A70.1	单次发作的抑郁障碍，中度，不伴精神病性症状	是
6A70.2	单次发作的抑郁障碍，中度，伴精神病性症状	是
6A70.3	单次发作的抑郁障碍，重度，不伴精神病性症状	是
6A70.4	单次发作的抑郁障碍，重度，伴精神病性症状	是
6A70.5	单次发作抑郁障碍，未特指严重程度	是
6A70.6	单次发作抑郁障碍，目前为部分缓解	是
6A70.7	单次发作抑郁障碍，目前为完全缓解	是
6A70.Y	其他特指的单次发作的抑郁障碍	是
6A70.Z	单次发作的抑郁障碍，未特指的	是
6A71	复发性抑郁障碍	否
6A71.0	复发性抑郁障碍，目前为轻度发作	是
6A71.1	复发性抑郁障碍，目前为中度发作，不伴精神病性症状	是
6A71.2	复发性抑郁障碍，目前为中度发作，伴精神病性症状	是
6A71.3	复发性抑郁障碍，目前为重度发作，不伴精神病性症状	是
6A71.4	复发性抑郁障碍，目前为伴精神病性症状的重度发作	是
6A71.5	复发性抑郁障碍，目前发作，严重程度未特指	是
6A71.6	复发性抑郁障碍，目前为部分缓解	是
6A71.7	复发性抑郁障碍，目前为完全缓解	是
6A71.Y	其他特指的复发性抑郁障碍	是
6A71.Z	复发性抑郁障碍，未特指的	是
6A72	恶劣心境障碍	是
6A73	混合性抑郁焦虑障碍	是
6A7Y	其他特指的抑郁障碍	是
6A7Z	抑郁障碍，未特指的	是
6A80	心境障碍中，心境障碍发作的症状和病程表现	否
6A80.0	心境障碍发作突出的焦虑症状	是
6A80.1	心境障碍中的惊恐发作	是
6A80.2	目前抑郁发作持续	是
6A80.3	目前抑郁发作伴忧郁特征	是
6A80.4	心境障碍发作的季节特征	是
6A80.5	快速循环	是
6A8Y	其他特指的心境障碍	是
6A8Z	心境障碍，未特指的	是
L1-6B0	焦虑或恐惧相关性障碍	否
6B00	广泛性焦虑障碍	是
6B01	惊恐障碍	是
6B02	广场恐怖	是
6B03	特定的恐怖	是
6B04	社交性焦虑障碍	是
6B05	分离性焦虑障碍	是
6B06	选择性缄默症	是
6B0Y	其他特指的焦虑或恐惧相关性障碍	是
6B0Z	焦虑或恐惧相关性障碍，未特指的	是
L1-6B2	强迫性或相关障碍	否
6B20	强迫性障碍	否
6B20.0	强迫障碍伴一般或良好自知力	是
6B20.1	强迫障碍伴较差自知力或缺乏自知力	是
6B20.Z	强迫性障碍，未特指的	是
6B21	躯体变形障碍	否
6B21.0	躯体变形障碍伴一般或良好自知力	是
6B21.1	躯体变形障碍伴较差自知力或缺乏自知力	是
6B21.Z	躯体变形障碍，未特指的	是
6B22	嗅觉牵连障碍	否
6B22.0	嗅觉牵连障碍伴一般或良好自知力	是
6B22.1	嗅觉牵连障碍伴较差或缺乏自知力	是
6B22.Z	嗅觉牵连障碍，未特指的	是
6B23	疑病症	否
6B23.0	疑病症伴一般或良好自知力	是
6B23.1	疑病症伴较差自知力或缺乏自知力	是
6B23.Z	疑病症，未特指的	是
6B24	囤积障碍	否
6B24.0	囤积障碍伴一般或良好自知力	是
6B24.1	囤积障碍伴较差或缺乏自知力	是
6B24.Z	囤积障碍，未特指的	是
6B25	聚焦于躯体的重复行为障碍	否
6B25.0	拔毛癖	是
6B25.1	抓痕障碍	是
6B25.Y	其他特指的聚焦于躯体的重复行为障碍	是
6B25.Z	聚焦于躯体的重复行为障碍，未特指的	是
6B2Y	其他特指的强迫性或相关障碍	是
6B2Z	强迫性或相关障碍，未特指的	是
L1-6B4	应激相关障碍	否
6B40	创伤后应激障碍	是
6B41	复杂性创伤后应激障碍	是
6B42	延长哀伤障碍	是
6B43	适应障碍	是
6B44	反应性依恋障碍	是
6B45	脱抑制性社会参与障碍	是
6B4Y	其他特指的应激相关障碍	是
6B4Z	应激相关障碍，未特指的	是
L1-6B6	分离障碍	否
6B60	分离性神经症状障碍	否
6B60.0	分离性神经症状障碍，伴视觉症状	是
6B60.1	分离性神经症状障碍，伴听觉症状	是
6B60.2	分离性神经症状障碍，伴眩晕	是
6B60.3	分离性神经症状障碍，伴感觉改变	是
6B60.4	分离性神经症状障碍，不伴抽搐或痉挛	是
6B60.5	分离性神经症状障碍，伴言语生成症状	是
6B60.6	分离性神经症状障碍，伴无力或麻痹	是
6B60.7	分离性神经症状障碍，伴步态症状	是
6B60.8	分离性神经症状障碍，伴其他运动症状	否
6B60.80	分离性神经症状障碍，伴运动	是
6B60.81	分离性神经症状障碍，伴肌阵挛	是
6B60.82	分离性神经症状障碍，伴震颤	是
6B60.83	分离性神经症状障碍，伴肌张力障碍	是
6B60.84	分离性神经症状障碍，伴面肌痉挛	是
6B60.85	分离性神经症状障碍，伴帕金森综合征	是
6B60.8Y	分离性神经症状障碍，伴其他特指的运动紊乱	是
6B60.8Z	分离性神经症状障碍，伴未特指的运动紊乱	是
6B60.9	分离性神经症状障碍，伴认知症状	是
6B60.Y	分离性神经症状障碍，伴其他特指的症状	是
6B60.Z	分离性神经症状障碍，伴未特指的症状	是
6B61	分离遗忘症	是
6B62	出神障碍	是
6B63	附体出神障碍	是
6B64	分离性身份障碍	是
6B65	部分分离性身份障碍	是
6B66	人格解体-现实解体障碍	是
6B6Y	其他特指的分离障碍	是
6B6Z	分离障碍，未特指的	是
L1-6B8	喂食或进食障碍	否
6B80	神经性厌食	否
6B80.0	神经性厌食伴显著的低体重	否
6B80.00	神经性厌食伴显著的低体重，限制型	是
6B80.01	神经性厌食伴显著的低体重，暴食-清除型	是
6B80.0Z	神经性厌食伴显著低体重，未特指的	是
6B80.1	神经性厌食伴危险的低体重	否
6B80.10	神经性厌食伴危险的低体重，限制型	是
6B80.11	神经性厌食伴危险的低体重，暴食-清除型	是
6B80.1Z	神经性厌食伴危险的低体重，未特指的	是
6B80.2	神经性厌食恢复期伴正常体重	是
6B80.Y	其他特指的神经性厌食	是
6B80.Z	神经性厌食，未特指的	是
6B81	神经性贪食	是
6B82	暴食障碍	是
6B83	回避-限制性摄食障碍	是
6B84	异食癖	是
6B85	反刍-反流障碍	是
6B8Y	其他特指的喂食或进食障碍	是
6B8Z	喂食或进食障碍，未特指的	是
L1-6C0	排泄障碍	否
6C00	遗尿症	否
6C00.0	夜间遗尿症	是
6C00.1	日间遗尿症	是
6C00.2	夜间和日间遗尿症	是
6C00.Z	遗尿症，未特指的	是
6C01	遗粪症	否
6C01.0	遗粪症伴便秘或溢出性失禁	是
6C01.1	遗粪症不伴便秘或溢出性失禁	是
6C01.Z	遗粪症，未特指的	是
6C0Z	排泄障碍，未特指的	是
L1-6C2	躯体不适或躯体体验障碍	否
6C20	躯体不适障碍	否
6C20.0	轻度躯体不适障碍	是
6C20.1	中度躯体不适障碍	是
6C20.2	重度躯体不适障碍	是
6C20.Z	躯体不适障碍，未特指的	是
6C21	身体一致性烦恼	是
6C2Y	其他特指的躯体不适或躯体体验障碍	是
6C2Z	躯体不适或躯体体验障碍，未特指的	是
L1-6C4	物质使用或成瘾行为所致障碍	否
L2-6C4	物质使用所致障碍	否
6C40	酒精使用所致障碍	否
6C40.0	酒精单次有害性使用	是
6C40.1	酒精有害性使用模式	否
6C40.10	酒精有害性使用模式，间断性	是
6C40.11	酒精有害性使用模式，持续性	是
6C40.1Z	酒精有害性使用模式，未特指的	是
6C40.2	酒精依赖	否
6C40.20	酒精依赖，目前使用，持续性	是
6C40.21	酒精依赖，目前使用，间断性	是
6C40.22	酒精依赖，早期完全缓解	是
6C40.23	酒精依赖，持续性部分缓解	是
6C40.24	酒精依赖，持续性完全缓解	是
6C40.2Z	酒精依赖，未特指的	是
6C40.3	酒精中毒	是
6C40.4	酒精戒断	否
6C40.40	酒精戒断，无并发症	是
6C40.41	酒精戒断伴知觉紊乱	是
6C40.42	酒精戒断伴抽搐	是
6C40.43	酒精戒断伴知觉紊乱和抽搐	是
6C40.4Z	酒精戒断，未特指的	是
6C40.5	酒精所致谵妄	是
6C40.6	酒精所致精神病性障碍	否
6C40.60	酒精所致精神障碍伴幻觉	是
6C40.61	酒精所致精神病性障碍伴妄想	是
6C40.62	酒精所致精神病性障碍伴混合性精神病性症状	是
6C40.6Z	酒精所致精神病性障碍，未特指的	是
6C40.7	其他酒精所致障碍	否
6C40.70	酒精所致心境障碍	是
6C40.71	酒精所致焦虑障碍	是
6C40.Y	其他特指的酒精使用所致障碍	是
6C40.Z	酒精使用所致障碍，未特指的	是
6C41	大麻使用所致障碍	否
6C41.0	大麻有害性使用的单次发作	是
6C41.1	大麻有害性使用模式	否
6C41.10	大麻有害性使用模式，间断性	是
6C41.11	大麻有害性使用模式，持续性	是
6C41.1Z	大麻有害性使用模式，未特指的	是
6C41.2	大麻依赖	否
6C41.20	大麻依赖，目前使用	是
6C41.21	大麻依赖，早期完全缓解	是
6C41.22	大麻依赖，持续性部分缓解	是
6C41.23	大麻依赖，持续性完全缓解	是
6C41.2Z	大麻依赖，未特指的	是
6C41.3	大麻中毒	是
6C41.4	大麻戒断	是
6C41.5	大麻所致谵妄	是
6C41.6	大麻所致精神病性障碍	是
6C41.7	其他大麻所致障碍	否
6C41.70	大麻所致心境障碍	是
6C41.71	大麻所致焦虑障碍	是
6C41.Y	其他特指的大麻使用所致障碍	是
6C41.Z	大麻使用所致障碍，未特指的	是
6C42	合成大麻素使用所致障碍	否
6C42.0	合成大麻素单次有害性使用	是
6C42.1	合成大麻素有害性使用模式	否
6C42.10	合成大麻素有害性使用模式，间断性	是
6C42.11	合成大麻素有害性使用模式，持续性	是
6C42.1Y	其他特指的合成大麻素有害性使用模式	是
6C42.1Z	合成大麻素有害性使用模式，未特指的	是
6C42.2	合成大麻素依赖	否
6C42.20	合成大麻素依赖，目前使用	是
6C42.21	合成大麻素依赖，早期完全缓解	是
6C42.22	合成大麻素依赖，持续性部分缓解	是
6C42.23	合成大麻素依赖，持续性完全缓解	是
6C42.2Y	其他特指的合成大麻素依赖	是
6C42.2Z	合成大麻素依赖，未特指的	是
6C42.3	合成大麻素中毒	是
6C42.4	合成大麻素戒断	是
6C42.5	合成大麻素所致谵妄	是
6C42.6	合成大麻素所致精神病性障碍	是
6C42.7	其他合成大麻素所致障碍	否
6C42.70	合成大麻素所致心境障碍	是
6C42.71	合成大麻素所致焦虑障碍	是
6C43	阿片类物质使用所致障碍	否
6C43.0	阿片类物质单次有害性使用	是
6C43.1	阿片类物质有害性使用模式	否
6C43.10	阿片类物质有害性使用模式，间断性	是
6C43.11	阿片类物质有害性使用模式，持续性	是
6C43.1Z	阿片类物质有害性使用模式，未特指的	是
6C43.2	阿片类物质依赖	否
6C43.20	阿片类物质依赖，目前使用	是
6C43.21	阿片类物质依赖，早期完全缓解	是
6C43.22	阿片类物质依赖，持续部分缓解	是
6C43.23	阿片类物质依赖，持续完全缓解	是
6C43.2Z	阿片类物质依赖，未特指的	是
6C43.3	阿片类物质中毒	是
6C43.4	阿片类物质戒断	是
6C43.5	阿片类物质所致谵妄	是
6C43.6	阿片类物质所致精神病性障碍	是
6C43.7	其他阿片类物质所致障碍	否
6C43.70	阿片类物质所致心境障碍	是
6C43.71	阿片类物质所致焦虑障碍	是
6C43.Y	其他特指的阿片类物质使用所致障碍	是
6C43.Z	阿片类物质使用所致障碍，未特指的	是
6C44	镇静、催眠或抗焦虑药物使用所致障碍	否
6C44.0	镇静、催眠或抗焦虑药物单次有害性使用	是
6C44.1	镇静、催眠或抗焦虑药物有害性使用模式	否
6C44.10	镇静、催眠或抗焦虑药物有害性使用模式，间断性	是
6C44.11	镇静、催眠或抗焦虑药物有害性使用模式，持续性	是
6C44.1Z	镇静、催眠或抗焦虑药物有害性使用模式，未特指的	是
6C44.2	镇静、催眠或抗焦虑药物依赖	否
6C44.20	镇静、催眠或抗焦虑药物依赖，目前使用	是
6C44.21	镇静、催眠或抗焦虑药物依赖，早期完全缓解	是
6C44.22	镇静、催眠或抗焦虑药物依赖，持续性部分缓解	是
6C44.23	镇静、催眠或抗焦虑药物依赖，持续性完全缓解	是
6C44.2Z	镇静、催眠或抗焦虑药物依赖，未特指的	是
6C44.3	镇静、催眠或抗焦虑药物中毒	是
6C44.4	镇静、催眠或抗焦虑药物戒断	否
6C44.40	镇静、催眠或抗焦虑药物戒断，无并发症	是
6C44.41	镇静、催眠或抗焦虑药物戒断，伴知觉紊乱	是
6C44.42	镇静、催眠或抗焦虑药物戒断，伴抽搐	是
6C44.43	镇静、催眠或抗焦虑药物戒断，伴知觉紊乱及抽搐	是
6C44.4Z	镇静、催眠或抗焦虑药物戒断，未特指的	是
6C44.5	镇静、催眠或抗焦虑药物所致谵妄	是
6C44.6	镇静、催眠或抗焦虑药物所致精神病性障碍	是
6C44.7	其他镇静、催眠或抗焦虑药物所致障碍	否
6C44.70	镇静、催眠或抗焦虑药物所致心境障碍	是
6C44.71	镇静、催眠或抗焦虑药物所致焦虑障碍	是
6C44.Y	其他特指的镇静、催眠或抗焦虑药物使用所致障碍	是
6C44.Z	镇静、催眠或抗焦虑药物使用所致障碍，未特指的	是
6C45	可卡因使用所致障碍	否
6C45.0	可卡因单次有害性使用	是
6C45.1	可卡因有害性使用模式	否
6C45.10	可卡因有害性使用模式，间断性	是
6C45.11	可卡因有害性使用模式，持续性	是
6C45.1Z	可卡因有害性使用模式，未特指的	是
6C45.2	可卡因依赖	否
6C45.20	可卡因依赖，目前使用	是
6C45.21	可卡因依赖，早期完全缓解	是
6C45.22	可卡因依赖，持续性部分缓解	是
6C45.23	可卡因依赖，持续性完全缓解	是
6C45.2Z	可卡因依赖，未特指的	是
6C45.3	可卡因中毒	是
6C45.4	可卡因戒断	是
6C45.5	可卡因所致谵妄	是
6C45.6	可卡因所致精神病性障碍	否
6C45.60	可卡因所致精神病性障碍伴幻觉	是
6C45.61	可卡因所致精神病性障碍伴妄想	是
6C45.62	可卡因所致精神病性障碍伴混合性精神病性症状	是
6C45.6Z	可卡因所致精神病性障碍，未特指的	是
6C45.7	其他可卡因所致障碍	否
6C45.70	可卡因所致心境障碍	是
6C45.71	可卡因所致焦虑障碍	是
6C45.72	可卡因所致强迫或相关障碍	是
6C45.73	可卡因所致冲动控制障碍	是
6C45.Y	其他特指的可卡因使用所致障碍	是
6C45.Z	可卡因使用所致障碍，未特指的	是
6C46	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）使用所致障碍	否
6C46.0	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）单次有害性使用	是
6C46.1	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）有害性使用模式	否
6C46.10	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）有害性使用模式，间断性	是
6C46.11	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）有害性使用模式，持续性	是
6C46.1Z	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）有害性使用模式，未特指的	是
6C46.2	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖	否
6C46.20	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖，目前使用	是
6C46.21	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖，早期完全缓解	是
6C46.22	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖，持续性部分缓解	是
6C46.23	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖，持续性完全缓解	是
6C46.2Z	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）依赖，未特指的	是
6C46.3	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）中毒	是
6C46.4	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）戒断	是
6C46.5	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）所致谵妄	是
6C46.6	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）所致精神病性障碍	否
6C46.60	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）所致精神病性障碍伴幻觉	是
6C46.61	兴奋剂（包括苯丙胺、甲基苯丙胺或甲卡西酮）所致精神病性障碍伴妄想	是
6C46.62	兴奋剂（包括苯丙胺，但不包括咖啡因或可卡因）所致精神病性障碍伴混合性精神病性症状	是
6C46.6Z	兴奋剂（包括苯丙胺，但不包括咖啡因或可卡因）所致精神病性障碍，未特指的	是
