group	method	submitTime	launchTime	finishTime	task	taskNo	taskStartTime	taskFinishTime	taskInputBytes	taskOutputBytes	taskInputRecords	taskOutputRecords	attemptNo	aStartTime	aFinishTime	mapInputBytes	mapOutputBytes	mapInputRecords	mapOutputRecords	cumulativeCpuUsage	virtualMemoryUsage	physicalMemoryUsage	heapUsage	combineInputRecords	reduceInputGroups	reduceInputRecords	reduceShuffleBytes	reduceOutputRecords	spilledRecords	shuffleFinished	sortedFinished	hostName	hdfsBytesRead	hdfsBytesWritten	fileBytesRead	fileBytesWritten
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	410	1601024973281	1601025046846	54158	154177	323	8218	1	1601025044614	1601025046846	323	-1	86426	8218	1870	2060218368	224333824	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	54158	0	0	154177
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	411	1601024973281	1601025046850	53979	142347	296	8519	1	1601025044614	1601025046850	296	-1	87473	8519	1190	2057252864	217706496	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	53979	0	0	142347
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	412	1601024973282	1601025046817	53393	222681	361	825	1	1601025044614	1601025046817	361	-1	97872	825	1010	2060017664	218279936	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	53393	0	0	222681
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	413	1601024973282	1601025046949	53136	146116	412	8230	1	1601025044614	1601025046949	412	-1	85293	8230	1180	2058399744	217636864	131072000	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	53136	0	0	146116
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	414	1601024973282	1601025046848	53037	154065	341	8242	1	1601025044612	1601025046848	341	-1	85411	8242	1350	2058825728	219230208	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	53037	0	0	154065
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	415	1601024973282	1601025047859	52751	147419	258	8079	1	1601025045619	1601025047859	258	-1	84520	8079	1310	2056732672	211419136	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	52751	0	0	147419
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	416	1601024973282	1601025046977	52730	150120	307	8430	1	1601025044616	1601025046977	307	-1	85857	8430	1290	2060967936	219172864	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	52730	0	0	150120
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	417	1601024973282	1601025047873	52552	147283	240	8059	1	1601025045617	1601025047873	240	-1	84257	8059	1220	2057445376	217690112	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	52552	0	0	147283
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	418	1601024973282	1601025047930	52355	151455	289	8116	1	1601025045620	1601025047930	289	-1	84250	8116	1360	2062827520	224739328	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	52355	0	0	151455
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	419	1601024973282	1601025047766	52354	158170	251	7908	1	1601025045622	1601025047766	251	-1	83480	7908	1540	2059116544	220192768	122159104	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	52354	0	0	158170
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	420	1601024973282	1601025047839	51887	150419	219	7313	1	1601025045619	1601025047839	219	-1	80685	7313	1330	2056806400	218087424	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	51887	0	0	150419
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	421	1601024973282	1601025048789	51151	144753	253	7640	1	1601025046629	1601025048789	253	-1	81178	7640	1160	2061352960	217821184	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	51151	0	0	144753
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	422	1601024973282	1601025047836	51146	149395	219	7684	1	1601025045621	1601025047836	219	-1	81410	7684	1170	2059325440	214228992	123731968	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	51146	0	0	149395
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	423	1601024973282	1601025048936	50686	149039	272	8113	1	1601025046628	1601025048936	272	-1	82576	8113	1350	2056806400	221941760	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	50686	0	0	149039
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	424	1601024973282	1601025048899	50662	149483	432	8007	1	1601025046631	1601025048899	432	-1	81904	8007	1470	2058883072	218435584	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	50662	0	0	149483
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	425	1601024973282	1601025047810	50444	150976	215	7419	1	1601025045618	1601025047810	215	-1	79669	7419	1650	2057543680	217616384	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	50444	0	0	150976
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	426	1601024973282	1601025049684	50336	147713	287	8057	1	1601025047635	1601025049684	287	-1	81985	8057	1230	2060349440	220725248	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	50336	0	0	147713
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	427	1601024973282	1601025048937	50308	148942	374	7842	1	1601025046627	1601025048937	374	-1	80998	7842	1330	2061201408	218005504	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	50308	0	0	148942
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	428	1601024973282	1601025049820	50141	149403	269	7740	1	1601025047633	1601025049820	269	-1	80551	7740	1250	2059640832	218574848	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	50141	0	0	149403
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	429	1601024973282	1601025048758	50030	145865	188	7124	1	1601025046630	1601025048758	188	-1	78088	7124	1320	2058412032	214839296	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	50030	0	0	145865
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	430	1601024973283	1601025049917	49987	159042	371	7860	1	1601025047631	1601025049917	371	-1	80727	7860	1290	2065281024	226885632	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	49987	0	0	159042
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	431	1601024973283	1601025050776	49691	146096	294	7964	1	1601025048637	1601025050776	294	-1	80942	7964	1230	2058481664	225193984	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	49691	0	0	146096
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	432	1601024973283	1601025050850	49686	153556	484	7867	1	1601025048638	1601025050850	484	-1	80276	7867	1140	2058182656	216805376	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	49686	0	0	153556
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	433	1601024973283	1601025049813	49631	147188	254	7662	1	1601025047633	1601025049813	254	-1	79752	7662	1150	2058424320	215023616	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	49631	0	0	147188
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	434	1601024973283	1601025049799	49344	153970	304	7581	1	1601025047632	1601025049799	304	-1	79066	7581	1190	2056560640	222679040	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	49344	0	0	153970
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	435	1601024973283	1601025049857	49131	143992	286	8016	1	1601025047634	1601025049857	286	-1	80621	8016	1200	2056331264	213663744	123731968	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	49131	0	0	143992
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	436	1601024973283	1601025051021	48934	149978	342	7615	1	1601025048634	1601025051021	342	-1	78738	7615	1320	2059100160	220651520	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	48934	0	0	149978
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	437	1601024973283	1601025050868	48912	148023	283	7757	1	1601025048635	1601025050868	283	-1	79360	7757	1350	2056810496	219676672	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	48912	0	0	148023
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	438	1601024973283	1601025050688	48426	143883	230	7557	1	1601025048636	1601025050688	230	-1	78159	7557	1190	2058510336	224829440	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	48426	0	0	143883
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	439	1601024973283	1601025051696	48422	145973	193	7532	1	1601025049640	1601025051696	193	-1	78108	7532	1090	2064621568	219787264	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	48422	0	0	145973
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	440	1601024973283	1601025050977	48171	141972	253	7637	1	1601025048639	1601025050977	253	-1	78204	7637	1230	2058317824	217645056	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	48171	0	0	141972
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	441	1601024973283	1601025051774	48097	157697	179	7509	1	1601025049638	1601025051774	179	-1	77721	7509	1550	2058403840	216723456	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	48097	0	0	157697
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	442	1601024973283	1601025051681	47855	154545	255	7343	1	1601025049639	1601025051681	255	-1	76689	7343	1170	2058338304	218517504	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	47855	0	0	154545
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	443	1601024973284	1601025051822	47813	162989	271	7253	1	1601025049639	1601025051822	271	-1	76263	7253	1200	2057015296	217038848	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	47813	0	0	162989
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	444	1601024973284	1601025051865	47556	143118	260	7527	1	1601025049641	1601025051865	260	-1	77131	7527	1140	2056564736	213929984	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	47556	0	0	143118
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	445	1601024973284	1601025052784	47331	147235	237	7245	1	1601025050645	1601025052784	237	-1	75804	7245	1230	2056183808	210530304	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	47331	0	0	147235
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	446	1601024973284	1601025051863	47147	148956	275	6973	1	1601025049642	1601025051863	275	-1	74487	6973	1170	2062053376	222236672	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	47147	0	0	148956
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	447	1601024973284	1601025052846	47102	147700	270	7203	1	1601025050645	1601025052846	270	-1	75349	7203	1190	2058244096	215924736	129499136	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	47102	0	0	147700
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	448	1601024973284	1601025052775	47033	146888	264	7240	1	1601025050644	1601025052775	264	-1	75459	7240	1730	2059595776	217956352	123731968	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	47033	0	0	146888
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	449	1601024973284	1601025052764	46903	147364	224	7200	1	1601025050644	1601025052764	224	-1	75223	7200	1210	2057687040	217075712	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	46903	0	0	147364
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	450	1601024973284	1601025052857	46719	143676	338	7101	1	1601025050644	1601025052857	338	-1	74432	7101	1200	2058838016	218845184	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	46719	0	0	143676
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	451	1601024973284	1601025053729	46665	142680	301	7816	1	1601025051650	1601025053729	301	-1	77324	7816	1200	2057207808	213508096	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	46665	0	0	142680
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	452	1601024973284	1601025053957	46367	148394	239	7305	1	1601025051653	1601025053957	239	-1	75071	7305	1620	2058899456	214163456	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	46367	0	0	148394
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	453	1601024973284	1601025053877	46297	142926	246	7630	1	1601025051651	1601025053877	246	-1	76299	7630	1280	2063495168	226144256	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	46297	0	0	142926
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	454	1601024973284	1601025053945	45723	153464	307	6969	1	1601025051648	1601025053945	307	-1	72994	6969	1150	2058113024	212832256	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	45723	0	0	153464
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	455	1601024973284	1601025054941	45383	147312	261	7093	1	1601025052650	1601025054941	261	-1	73233	7093	1360	2058850304	216858624	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	45383	0	0	147312
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	456	1601024973284	1601025053825	45129	151821	285	6899	1	1601025051650	1601025053825	285	-1	72159	6899	1120	2058113024	218738688	130023424	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	45129	0	0	151821
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	457	1601024973284	1601025054831	44659	144469	228	6954	1	1601025052652	1601025054831	228	-1	71978	6954	1120	2062221312	220659712	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	44659	0	0	144469
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	458	1601024973284	1601025053855	44613	146364	266	6782	1	1601025051648	1601025053855	266	-1	71198	6782	1080	2057494528	218259456	122683392	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	44613	0	0	146364
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	459	1601024973285	1601025053837	44589	143464	326	7338	1	1601025051652	1601025053837	326	-1	73281	7338	1180	2059464704	216580096	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	44589	0	0	143464
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	460	1601024973285	1601025054900	44493	140477	314	7467	1	1601025052653	1601025054900	314	-1	73731	7467	1070	2061824000	218664960	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	44493	0	0	140477
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	461	1601024973285	1601025054830	44431	150985	227	6875	1	1601025052655	1601025054830	227	-1	71436	6875	1100	2058145792	213282816	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	44431	0	0	150985
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	462	1601024973285	1601025054776	43148	143124	209	6867	1	1601025052653	1601025054776	209	-1	70160	6867	1140	2059087872	216076288	123731968	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	43148	0	0	143124
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	463	1601024973285	1601025054847	42916	147563	236	6474	1	1601025052653	1601025054847	236	-1	68318	6474	1130	2058424320	218152960	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	42916	0	0	147563
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	464	1601024973285	1601025055791	42825	145389	199	6451	1	1601025053658	1601025055791	199	-1	68187	6451	1010	2058739712	211427328	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	42825	0	0	145389
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	465	1601024973285	1601025055830	42753	136167	245	6725	1	1601025053660	1601025055830	245	-1	69131	6725	1140	2057940992	215814144	127401984	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	42753	0	0	136167
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	466	1601024973285	1601025055856	42650	150773	272	6516	1	1601025053659	1601025055856	272	-1	68162	6516	1110	2059300864	213360640	122683392	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	42650	0	0	150773
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	467	1601024973285	1601025055823	42274	150960	246	6429	1	1601025053660	1601025055823	246	-1	67468	6429	1020	2057191424	220004352	130547712	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	42274	0	0	150960
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	468	1601024973285	1601025056986	42024	146052	182	6627	1	1601025054660	1601025056986	182	-1	68106	6627	1140	2059157504	216309760	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	42024	0	0	146052
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	469	1601024973285	1601025056827	41560	144402	250	6453	1	1601025054661	1601025056827	250	-1	66852	6453	1070	2058522624	212807680	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	41560	0	0	144402
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	470	1601024973285	1601025056826	40985	145306	251	6601	1	1601025054681	1601025056826	251	-1	66872	6601	1200	2056609792	216350720	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	40985	0	0	145306
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	471	1601024973285	1601025055825	40358	146703	254	6267	1	1601025053660	1601025055825	254	-1	64896	6267	880	2062819328	219566080	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	40358	0	0	146703
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	472	1601024973285	1601025056965	40019	144814	230	5854	1	1601025054680	1601025056965	230	-1	62931	5854	970	2063503360	219619328	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	40019	0	0	144814
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	473	1601024973285	1601025056736	39893	144812	216	6335	1	1601025054679	1601025056736	216	-1	64775	6335	950	2056962048	222416896	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	39893	0	0	144812
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	474	1601024973285	1601025057922	39689	140562	361	5864	1	1601025055663	1601025057922	361	-1	62496	5864	1140	2056142848	214376448	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	39689	0	0	140562
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	475	1601024973285	1601025056858	39479	142543	239	6343	1	1601025054681	1601025056858	239	-1	64340	6343	970	2060382208	212586496	129499136	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	39479	0	0	142543
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	476	1601024973285	1601025057778	38935	145449	209	6313	1	1601025055665	1601025057778	209	-1	63727	6313	940	2058043392	212074496	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	38935	0	0	145449
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	477	1601024973285	1601025057971	38521	136995	195	5982	1	1601025055663	1601025057971	195	-1	62007	5982	910	2058948608	211640320	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	38521	0	0	136995
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	478	1601024973285	1601025057844	38418	146170	258	5957	1	1601025055664	1601025057844	258	-1	61716	5957	970	2063351808	221179904	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	38418	0	0	146170
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	479	1601024973285	1601025057919	38185	144310	220	5471	1	1601025055665	1601025057919	220	-1	59593	5471	1080	2060984320	217505792	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	38185	0	0	144310
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	480	1601024973286	1601025057744	37990	142602	241	5837	1	1601025055664	1601025057744	241	-1	60841	5837	910	2056609792	213962752	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	37990	0	0	142602
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	481	1601024973286	1601025058872	37697	145730	253	5368	1	1601025056665	1601025058872	253	-1	58635	5368	970	2058780672	219009024	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	37697	0	0	145730
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	482	1601024973286	1601025058933	37225	140308	193	5921	1	1601025056668	1601025058933	193	-1	60467	5921	1140	2056318976	208822272	123207680	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	37225	0	0	140308
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	483	1601024973286	1601025058759	36567	141726	355	5483	1	1601025056667	1601025058759	355	-1	57852	5483	910	2058543104	217550848	128974848	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	36567	0	0	141726
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	484	1601024973286	1601025058794	36434	146581	286	5645	1	1601025056668	1601025058794	286	-1	58436	5645	1160	2055778304	212156416	125829120	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	36434	0	0	146581
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	485	1601024973286	1601025058836	36206	144273	213	5436	1	1601025056667	1601025058836	213	-1	57470	5436	940	2057838592	219230208	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	36206	0	0	144273
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	486	1601024973286	1601025059939	35806	145715	227	5623	1	1601025057674	1601025059939	227	-1	57828	5623	990	2056458240	210489344	129499136	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	35806	0	0	145715
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	487	1601024973286	1601025058737	35747	144275	248	5567	1	1601025056669	1601025058737	248	-1	57492	5567	970	2058698752	216383488	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	35747	0	0	144275
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	488	1601024973286	1601025059838	35745	143835	240	5651	1	1601025057671	1601025059838	240	-1	57862	5651	1020	2058199040	221196288	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	35745	0	0	143835
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	489	1601024973286	1601025059954	35642	139648	206	5577	1	1601025057673	1601025059954	206	-1	57500	5577	950	2058981376	219992064	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	35642	0	0	139648
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	490	1601024973286	1601025059905	35544	144161	235	5550	1	1601025057673	1601025059905	235	-1	57245	5550	900	2057711616	211890176	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	35544	0	0	144161
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	491	1601024973286	1601025059932	35374	146020	252	4967	1	1601025057671	1601025059932	252	-1	54696	4967	920	2058002432	210579456	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	35374	0	0	146020
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	492	1601024973286	1601025060887	35320	141937	218	5367	1	1601025058679	1601025060887	218	-1	56313	5367	840	2057383936	218173440	126877696	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	35320	0	0	141937
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	493	1601024973286	1601025059889	35036	142845	162	5452	1	1601025057670	1601025059889	162	-1	56453	5452	1020	2057641984	214917120	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	35036	0	0	142845
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	494	1601024973286	1601025060884	34817	140940	207	5093	1	1601025058675	1601025060884	207	-1	54726	5093	890	2058153984	213098496	125304832	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	34817	0	0	140940
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	495	1601024973286	1601025060964	34676	148003	228	5371	1	1601025058674	1601025060964	228	-1	55676	5371	1460	2057744384	209850368	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	34676	0	0	148003
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	496	1601024973286	1601025060753	34137	145681	217	5270	1	1601025058677	1601025060753	217	-1	54741	5270	840	2059681792	215060480	126353408	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave1	34137	0	0	145681
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	497	1601024973286	1601025060961	33978	144034	228	5284	1	1601025058677	1601025060961	228	-1	54621	5284	880	2058776576	213024768	124256256	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	33978	0	0	144034
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	498	1601024973286	1601025060945	32984	140971	268	5119	1	1601025058676	1601025060945	268	-1	52910	5119	960	2058371072	213782528	127926272	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave2	32984	0	0	140971
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	499	1601024973286	1601025061780	32970	144475	227	4890	1	1601025059682	1601025061780	227	-1	52045	4890	870	2057125888	220950528	128450560	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave3	32970	0	0	144475
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	500	1601024973287	1601025061888	32901	141401	232	5334	1	1601025059682	1601025061888	232	-1	53737	5334	1160	2055667712	212066304	122159104	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave4	32901	0	0	141401
wordcount	WordCount[1601024970025]	1601024969263	1601024973167	1601025069508	Map	501	1601024973287	1601025061865	32162	141007	229	5005	1	1601025059683	1601025061865	229	-1	51692	5005	1200	2063269888	223469568	124780544	-1	-1	-1	-1	-1	-1	-1	-1	/default-rack/slave5	32162	0	0	141007
